site_id,ri_type,timestamp,operational_status,maintenance_flag,scheduled_maintenance,node_availability,link_availability,stability_score,packet_loss,network_jitter,network_utilization,available_bandwidth,cpu_util_avg,gpu_util_avg,free_cpu_capacity,free_gpu_capacity,queue_length,remaining_jobs,provisioning_delay_s,load_index,energy_consumed,pue_estimate,carbon_intensity,energy_per_task_proxy,update_frequency,data_confidence,coverage_ratio,stale_flag
site_ad3433ffac,iot,2025-11-23T03:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.5237,3.0,37.5,812.5,43.4607,,107334.2758,,0,3,30.0,0.4346,1206049.4187,1.1694,140.0,660045.7934,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-23T04:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.5147,3.4824,43.5295,722.0571,49.8236,,95254.8415,,0,4,30.0,0.4982,1381986.4532,1.1689,149.6472,756681.268,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-23T05:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.5056,4.0,50.0,625.0,56.6689,,82259.7469,,0,4,30.0,0.5667,1571125.9711,1.1683,160.0,860642.0245,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-23T06:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.4965,4.5176,56.4705,527.9429,63.5119,,69269.0835,,1,5,75.0,0.6551,1760016.8844,1.1678,170.3528,964567.3323,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-23T07:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.4873,5.0,62.5,437.5,69.8678,,57202.9362,,1,5,75.0,0.7187,1935233.8405,1.1672,180.0,1061096.5103,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-23T08:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.478,5.4142,67.6777,359.835,75.2852,,46918.6332,,2,6,120.0,0.7929,2084292.8012,1.1667,188.2843,1143370.9346,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-23T09:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.4687,5.7321,71.6506,300.2405,79.3762,,39152.2707,,3,6,165.0,0.8538,2196501.4782,1.1661,194.641,1205501.8344,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-23T10:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.4593,5.9319,74.1481,262.7778,81.8434,,34468.5005,,3,6,165.0,0.8784,2263686.7477,1.1656,198.637,1242971.9961,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-23T11:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.45,6.0,75.0,250.0,82.5,,33222.0,,3,6,165.0,0.885,2280749.625,1.165,200.0,1252944.0,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-23T12:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.4407,5.9319,74.1481,262.7778,81.2825,,35533.2521,,3,6,165.0,0.8728,2246010.1945,1.1644,198.637,1234453.9829,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-23T13:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.4313,5.7321,71.6506,300.2405,78.2552,,41280.2848,,2,6,120.0,0.8226,2161319.2492,1.1639,194.641,1188477.7213,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-23T14:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.422,5.4142,67.6777,359.835,73.6057,,50106.9336,,2,6,120.0,0.7761,2031929.3159,1.1633,188.2843,1117864.5313,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-23T15:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.4127,5.0,62.5,437.5,67.6322,,61447.0638,,1,5,75.0,0.6963,1866134.1385,1.1628,180.0,1027143.4897,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-23T16:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.4035,4.5176,56.4705,527.9429,60.7232,,74563.1024,,0,5,30.0,0.6072,1674701.4501,1.1622,170.3528,922215.1808,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-23T17:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.3944,4.0,50.0,625.0,53.3311,,88596.2531,,0,4,30.0,0.5333,1470137.9049,1.1617,160.0,809949.9755,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-23T18:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.3853,3.4824,43.5295,722.0571,45.9413,,102624.9726,,0,3,30.0,0.4594,1265836.4154,1.1611,149.6472,697720.2189,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-23T19:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.3763,3.0,37.5,812.5,39.0393,,115727.7242,,0,3,30.0,0.3904,1075164.0836,1.1606,140.0,592898.2066,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-23T20:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.3674,2.5858,32.3223,890.165,33.0775,,127045.7299,,0,2,30.0,0.3308,910552.8772,1.16,131.7157,502354.1608,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-23T21:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.3587,2.2679,28.3494,949.7595,28.4442,,135841.4477,,0,2,30.0,0.2844,782654.9387,1.1595,125.359,431988.4181,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-23T22:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.35,2.0681,25.8519,987.2222,25.4378,,141548.7863,,0,2,30.0,0.2544,699619.9357,1.159,121.363,386329.7094,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-23T23:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.3415,2.0,25.0,1000.0,24.2459,,143811.6367,,0,2,30.0,0.2425,666543.4862,1.1585,120.0,368226.9066,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-24T00:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.3332,2.0681,25.8519,987.2222,24.9325,,142508.0944,,0,2,30.0,0.2493,685123.9911,1.158,121.363,378655.2447,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-24T01:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.325,2.2679,28.3494,949.7595,27.4343,,137758.7222,,0,2,30.0,0.2743,753550.9877,1.1575,125.359,416650.2222,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-24T02:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.317,2.5858,32.3223,890.165,31.5643,,129918.2893,,0,2,30.0,0.3156,866632.3607,1.157,131.7157,479373.6854,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-24T03:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.3092,3.0,37.5,812.5,37.0251,,119551.551,,0,3,30.0,0.3703,1016151.4963,1.1566,140.0,562307.5921,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-24T04:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.3015,3.4824,43.5295,722.0571,43.4288,,107394.7189,,0,3,30.0,0.4343,1191429.8429,1.1561,149.6472,659562.249,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-24T05:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2941,4.0,50.0,625.0,50.3238,,94305.2478,,0,4,30.0,0.5032,1380056.402,1.1556,160.0,764278.0176,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-24T06:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2869,4.5176,56.4705,527.9429,57.2254,,81203.3611,,0,4,30.0,0.5723,1568734.3706,1.1552,170.3528,869093.1113,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-24T07:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.28,5.0,62.5,437.5,63.6487,,69009.2994,,1,5,75.0,0.6565,1744187.2491,1.1548,180.0,966645.6045,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-24T08:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2732,5.4142,67.6777,359.835,69.1421,,58580.5697,,1,5,75.0,0.7114,1894062.747,1.1544,188.2843,1050075.4421,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-24T09:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2667,5.7321,71.6506,300.2405,73.3178,,50653.4703,,2,6,120.0,0.7732,2007773.0361,1.154,194.641,1113492.2374,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-24T10:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2605,5.9319,74.1481,262.7778,75.8782,,45792.8777,,2,6,120.0,0.7988,2077214.2849,1.1536,198.637,1152376.9783,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-24T11:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2545,6.0,75.0,250.0,76.6363,,44353.7166,,2,6,120.0,0.8064,2097316.672,1.1533,200.0,1163890.2668,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-24T12:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2489,5.9319,74.1481,262.7778,75.5285,,46456.7395,,2,6,120.0,0.7953,2066387.6336,1.1529,198.637,1147066.084,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-24T13:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2434,5.7321,71.6506,300.2405,72.6189,,51980.2654,,2,6,120.0,0.7662,1986225.1862,1.1526,194.641,1102877.8765,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-24T14:00:00+00:00,DEGRADED,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",0.8333,0.875,0.78,3.2383,25.4142,67.6777,359.835,68.095,,60568.4425,,3,5,285.0,0.741,1861993.8014,1.1523,188.2843,1034172.4598,3600,0.75,0.8333,false
site_ad3433ffac,iot,2025-11-24T15:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2335,5.0,62.5,437.5,62.2548,,71655.4697,,0,5,30.0,0.6225,1701871.4465,1.152,180.0,945476.2424,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-24T16:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.229,4.5176,56.4705,527.9429,55.4867,,84504.1279,,0,4,30.0,0.5549,1516491.9375,1.1517,170.3528,842686.9768,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-24T17:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2248,4.0,50.0,625.0,48.2427,,98255.9947,,0,4,30.0,0.4824,1318220.6383,1.1515,160.0,732672.0421,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-24T18:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2209,3.4824,43.5295,722.0571,41.0083,,111989.9205,,0,3,30.0,0.4101,1120312.8248,1.1513,149.6472,622800.6363,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-24T19:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2173,3.0,37.5,812.5,34.2684,,124784.7804,,0,2,30.0,0.3427,936011.9732,1.151,140.0,520441.7565,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-24T20:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.214,2.5858,32.3223,890.165,28.4754,,135782.2275,,0,2,30.0,0.2848,777649.2692,1.1508,131.7157,432462.1802,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-24T21:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2111,2.2679,28.3494,949.7595,24.0175,,144245.1678,,0,2,30.0,0.2402,655805.5218,1.1507,125.359,364758.6573,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-24T22:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2085,2.0681,25.8519,987.2222,21.1926,,149607.9756,,0,1,30.0,0.2119,578592.3894,1.1505,121.363,321856.1952,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-24T23:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2063,2.0,25.0,1000.0,20.188,,151515.0236,,0,1,30.0,0.2019,551101.7019,1.1504,120.0,306599.8111,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-25T00:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2044,2.0681,25.8519,987.2222,21.0678,,149844.9051,,0,1,30.0,0.2107,575060.2241,1.1503,121.363,319960.7589,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-25T01:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2028,2.2679,28.3494,949.7595,23.7681,,144718.6955,,0,1,30.0,0.2377,648713.2456,1.1502,125.359,360970.4357,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-25T02:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2016,2.5858,32.3223,890.165,28.1017,,136491.6911,,0,2,30.0,0.281,766944.8365,1.1501,131.7157,426786.4715,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-25T03:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2007,3.0,37.5,812.5,33.771,,125729.1877,,0,2,30.0,0.3377,921626.5399,1.15,140.0,512886.4987,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-25T04:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2002,3.4824,43.5295,722.0571,40.3877,,113167.9505,,0,3,30.0,0.4039,1102170.7646,1.15,149.6472,613376.396,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-25T05:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2,4.0,50.0,625.0,47.5,,99666.0,,0,3,30.0,0.475,1296251.25,1.15,160.0,721392.0,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-25T06:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2002,4.5176,56.4705,527.9429,54.6228,,86144.1364,,0,4,30.0,0.5462,1490641.6361,1.15,170.3528,829566.9091,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-25T07:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2007,5.0,62.5,437.5,61.271,,73523.1877,,0,5,30.0,0.6127,1672115.1608,1.15,180.0,930534.4987,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-25T08:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2016,5.4142,67.6777,359.835,66.9926,,62661.2578,,1,5,75.0,0.6899,1828344.3575,1.1501,188.2843,1017429.9374,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-25T09:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2028,5.7321,71.6506,300.2405,71.3995,,54295.2511,,2,5,120.0,0.754,1948739.6263,1.1502,194.641,1084357.9914,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-25T10:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2044,5.9319,74.1481,262.7778,74.1937,,48990.6578,,2,6,120.0,0.7819,2025169.7011,1.1503,198.637,1126794.7379,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-25T11:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2063,6.0,75.0,250.0,75.188,,47103.0236,,2,6,120.0,0.7919,2052515.0444,1.1504,200.0,1141895.8111,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-25T12:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2085,5.9319,74.1481,262.7778,74.3185,,48753.7282,,2,6,120.0,0.7832,2029016.5439,1.1505,198.637,1128690.1742,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-25T13:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2111,5.7321,71.6506,300.2405,71.6489,,53821.7234,,2,5,120.0,0.7565,1956395.7721,1.1507,194.641,1088146.213,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-25T14:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.214,5.4142,67.6777,359.835,67.3663,,61951.7942,,1,5,75.0,0.6937,1839738.5816,1.1508,188.2843,1023105.6461,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-25T15:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2173,5.0,62.5,437.5,61.7684,,72578.7804,,0,5,30.0,0.6177,1687149.8741,1.151,180.0,938089.7565,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-25T16:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2209,4.5176,56.4705,527.9429,55.2433,,84966.1063,,0,4,30.0,0.5524,1509202.9292,1.1513,170.3528,838991.1494,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-25T17:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2248,4.0,50.0,625.0,48.2427,,98255.9947,,0,4,30.0,0.4824,1318220.6383,1.1515,160.0,732672.0421,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-25T18:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.229,3.4824,43.5295,722.0571,41.2516,,111527.942,,0,3,30.0,0.4125,1127437.426,1.1517,149.6472,626496.4637,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-25T19:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2335,3.0,37.5,812.5,34.7548,,123861.4697,,0,2,30.0,0.3475,950098.7694,1.152,140.0,527828.2424,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-25T20:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2383,2.5858,32.3223,890.165,29.2041,,134398.8758,,0,2,30.0,0.292,798559.4951,1.1523,131.7157,443528.9939,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-25T21:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2434,2.2679,28.3494,949.7595,24.9875,,142403.7099,,0,2,30.0,0.2499,683442.1554,1.1526,125.359,379490.3208,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-25T22:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2489,2.0681,25.8519,987.2222,22.4026,,147310.9869,,0,1,30.0,0.224,612912.7381,1.1529,121.363,340232.105,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-25T23:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2545,2.0,25.0,1000.0,21.6363,,148765.7166,,0,1,30.0,0.2164,592123.0324,1.1533,120.0,328594.2668,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-26T00:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2605,2.0681,25.8519,987.2222,22.7523,,146647.1251,,0,1,30.0,0.2275,622857.6827,1.1536,121.363,345542.9993,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-26T01:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2667,2.2679,28.3494,949.7595,25.6864,,141076.9148,,0,2,30.0,0.2569,703410.0777,1.154,125.359,390104.6818,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-26T02:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2732,2.5858,32.3223,890.165,30.2513,,132411.003,,0,2,30.0,0.3025,828695.688,1.1544,131.7157,459431.9762,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-26T03:00:00+00:00,DEGRADED,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",0.8333,0.875,0.78,3.28,23.0,37.5,812.5,36.1487,,121215.2994,,0,3,150.0,0.3615,990595.3299,1.1548,140.0,548997.6045,3600,0.75,0.8333,false
site_ad3433ffac,iot,2025-11-26T04:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2869,3.4824,43.5295,722.0571,42.9903,,108227.1752,,0,3,30.0,0.4299,1178505.1948,1.1552,149.6472,652902.5982,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-26T05:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.2941,4.0,50.0,625.0,50.3238,,94305.2478,,0,4,30.0,0.5032,1380056.402,1.1556,160.0,764278.0176,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-26T06:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.3015,4.5176,56.4705,527.9429,57.6639,,80370.9047,,0,4,30.0,0.5766,1581955.2701,1.1561,170.3528,875752.7621,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-26T07:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.3092,5.0,62.5,437.5,64.5251,,67345.551,,1,5,75.0,0.6653,1770887.2425,1.1566,180.0,979955.5921,3600,0.92,1.0,false
